Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Ingredients Final,Ingredients Join
Sayur Labu Siam Campur Telor,"2 buah labu siam--1 bngkus santan kara--1 buah cabe merah--6 buah bawang merah--2 siung bawang putih--5 butir telor rebus--secukupnya Gargul,penyedap--500 ml Air--","1) Kupas labu lalu potong kecil2
2) Remas labu dengan garam sampai layu
3) Lalu cuci bersih dan tiriskan
4) Blender semua bumbu
5) Siapkan wajan tuang minyak secukupnya
6) Tumis semua bumbu tunggu sampai harum
7) Lalu masukan sayuran tambah kan air
8) Tunggu sampai sayur matang tambahkan garam gula dan penyedap
9) Lalu masukan satan aduk2 cicipi
10) Angkat sayur siap disajikan",4,https://cookpad.com/id/resep/4258171-sayur-labu-siam-campur-telor,telur,sayur labu siam campur telor,8,"['labu siam', 'bngkus santan', 'cabe merah', 'bawang merah', 'bawang putih', 'telor rebus', 'secukupnya gargul', 'penyedap', 'ml air']",10,"['labu_siam', 'bngkus_santan', 'cabai_merah', 'bawang_merah', 'bawang_putih', 'telor', 'gargul', 'penyedap']",labu_siam bngkus_santan cabai_merah bawang_merah bawang_putih telor gargul penyedap
Oseng Kulit Cempedak Dengan Telur Orak Arik,"2 biji telur--secukupnya kulit cempedak--secukupnya garam, Gula merah--5 siung bawang merah--bawang putih 2siung kecil--cabe merah/keriting/rawit--secukupnya bawang bombay--secukupnya daun bawang--","1) Blender semua bumbu yg ada sampe halus
2) Potong kulit cempedak kecil-kecil
3) Tumis bumbu yang sdh di haluskan trsb sampai tidak bau bawang mentah
4) Kemudian masukkan bawang bombay hiris dan daun bawang secukupnya
5) Lalu masukkan kulit cempedak yang sudah di potong kecil
6) Keringkan sampe matang
7) Lalu masukkan 2 telur ceplok ke dalam panci lalu orak arik dan gabungkan ke dalam kulit cempedak
8) Tinggal tunggu agak keringan dikit lalu masukan bumbu garam gula dll sesuaikan dengan selera anda",7,https://cookpad.com/id/resep/4258267-oseng-kulit-cempedak-dengan-telur-orak-arik,telur,oseng kulit cempedak dengan telur orak arik,8,"['biji telur', 'secukupnya kulit', 'secukupnya garam', 'gula merah', 'bawang merah', 'bawang putih', 'cabe merahkeritingrawit', 'secukupnya bawang', 'secukupnya daun']",8,"['biji_telur', 'garam', 'gula_merah', 'bawang_merah', 'bawang_putih', 'cabai_merahkeritingrawit']",biji_telur garam gula_merah bawang_merah bawang_putih cabai_merahkeritingrawit
Semur Telur Kentang,"3 butir telur--1 buah kentang, potong2--Secukupnya kecap manis--Secukupnya garam dan penyedap rasa--Secukupnya gula merah--Secukupnya air--1 Lbr daun salam--2 cm jahe, geprek--Bumbu Halus:--2 siung bawang putih--4 siung bawang merah--2 btr kemiri--","1) Rebus telur hingga matang lalu kupas kulitnya.
2) Panaskan minyak. Masukkan bumbu halus, jahe dan daun salam hingga harum.
3) Tambahkan sedikit air dan masukkan kentang. Tunggu sampai kentang setengah matang, br masukkan telur.
4) Setelah telur masuk. Tambahkan gula merah, garam dan penyedap rasa. Masak hingga bumbu menyusut dan meresap.
5) Test rasa lg sebelum selesai.. Makan d dgn nasi hangat.",6,https://cookpad.com/id/resep/4257672-semur-telur-kentang,telur,semur telur kentang,12,"['telur', 'kentang', 'secukupnya kecap', 'secukupnya garam', 'secukupnya gula', 'secukupnya air', 'lbr daun', 'cm jahe', 'bumbu halus', 'bawang putih', 'bawang merah', 'btr kemiri']",5,"['telur', 'kentang', 'kecap', 'garam', 'gula', 'lbr', 'jahe', 'bumbu', 'bawang_putih', 'bawang_merah', 'kemiri']",telur kentang kecap garam gula lbr jahe bumbu bawang_putih bawang_merah kemiri
Semur Tahu Dan Telur,4 butir telur rebus--2 kotak tahu belah 4--1 bawang Bombay--3 bawang merah--1 bawang putih--3 kemiri--1 sdt ketumbar--1 jari jahe bakar--Garam--Gula--Kecap manis--Lengkuas dan daun salam--,"1) Haluskan bumbu: bawang merah, bawang putih, ketumbar dan kemiri. Tumis hingga harum dan berubah warna bersama dengan irisan bawang bombay. Selanjutnya masukkan jahe yang telah dibakar dan digeprek
2) Tambah segelas air, sedikit garam, gula, kecap manis, lengkuas dan salam
3) Masukkan telur yang telah direbus dan tahu
4) Biarkan air menyusut. Koreksi rasa. Semur tahu dan telur siap disajikan",8,https://cookpad.com/id/resep/4257941-semur-tahu-dan-telur,telur,semur tahu dan telur,12,"['telur rebus', 'kotak tahu', 'bawang bombay', 'bawang merah', 'bawang putih', 'kemiri', 'ketumbar', 'jahe bakar', 'garam', 'gula', 'kecap manis', 'lengkuas dan']",4,"['telur', 'kotak_tahu', 'bawang_bombay', 'bawang_merah', 'bawang_putih', 'kemiri', 'ketumbar', 'jahe_bakar', 'garam', 'gula', 'kecap_manis', 'lengkuas']",telur kotak_tahu bawang_bombay bawang_merah bawang_putih kemiri ketumbar jahe_bakar garam gula kecap_manis lengkuas
Tamago Gohan (Nasi Telur Ala Jepang),"1 piring nasi putih--1 butir telur--1/2 sdm brown sugar alias gula merah--1/2 sdt garam (atau secukupnya saja, sesuai selera)--1 sdm olive oil (saya ganti minyak goreng, atau margarin)--","1) Kocok telur, campur dengan brown sugar, kocok hingga rata.
2) Panaskan minyak, goreng telur, lalu orak arik.
3) Masukkan nasi, tambahkan garam, aduk rata, masak hingga matang dan tercampur rata, sajikan hangat2 ^^",8,https://cookpad.com/id/resep/4257908-tamago-gohan-nasi-telur-ala-jepang,telur,tamago gohan,5,"['piring nasi', 'telur', 'brown sugar', 'garam atau', 'sesuai selera', 'olive oil', 'atau margarin']",3,"['piring_nasi', 'telur', 'brown_sugar', 'garam', 'olive_oil', 'margarin']",piring_nasi telur brown_sugar garam olive_oil margarin
Telur Crispy Simpel,2 telur--Sedikit garam--Lada (boleh di skip)--,"1) Kocok 1 telur sampai merata, lalu tambahin garam dan lada terus kocok lagi hingga berbuih
2) Minyaknya agak banyak, panasin minyak (harus panas)
3) Masukkan adonan telur ke minyak, ketika proses menuang adonan ke minyak pastikan adonan yang masuk keminyak sambil diaduk berputar sampai adonan yang di tuangkan habis (aduknya pakai garpu (sumpit / sendok juga bisa)) lalu biarkan matang dan jangan lupa di bolak balik, (klo ingin lebih crispy maka sedikit lama gorengnya) dan tiriskan lalu sajikan
4) Untuk telur 1 nya lagi prosesnya sama dengan telur sebelumnya, step 1 - 3 dan sajikan",4,https://cookpad.com/id/resep/4199316-telur-crispy-simpel,telur,telur crispy,3,"['telur', 'sedikit garam', 'lada boleh']",4,"['telur', 'lada_boleh']",telur lada_boleh
Orek Telur Caisim,"1/2 ikat caisim--1 bh telur--2 bh bawang putih--1 bh bawang merah--1 sdt lada--2 sdt garam--1 sdt gula pasir--Secukupnya penyedap rasa (opsional)--1 sdm minyak goreng--1/4 gelas belimbing, air--1 sdm tepung maizena--","1) Panaskan minyak, Tumis duo bawang, tambahkan potongan cabai jika ingin
2) Masukkan telur, oseng kasar
3) Masukkan caisim
4) Tambahkan air
5) Masak hingga matang
6) Masukkan garam, gula, penyedap rasa, lada, kecap bila perlu
7) Tambahkan maizena
8) Koreksi rasa",2,https://cookpad.com/id/resep/4257282-orek-telur-caisim,telur,orek telur caisim,11,"['ikat caisim', 'bh telur', 'bh bawang', 'bh bawang', 'lada', 'garam', 'gula pasir', 'secukupnya penyedap', 'minyak goreng', 'gelas belimbing', 'tepung maizena']",8,"['caisim', 'bh_telur', 'bh_bawang', 'lada', 'garam', 'gula_pasir', 'penyedap', 'minyak', 'belimbing', 'tepung_maizena']",caisim bh_telur bh_bawang lada garam gula_pasir penyedap minyak belimbing tepung_maizena
Telur Ceplok Bumbu Kecap,"7 butir telur, goreng ceplok--3 cabe merah kriting--5 butir bawang merah--2 butir bawang putih--1 buah tomat ukuran kecil--3 SDM kecap manis--Secukupnya garam, merica bubuk dan air--","1) Tumis bawang merah, bawang putih dan cabai sampai harum dan layu.. masukan tomat, kecap, garam dan merica bubuk aduk rata.. beri sedikit air.. tunggu hingga mendidih dan tomat layu.. koreksi rasa.. masukkan telur ceplok.. tunggu air sedikit meresap.. siap di sajikan",8,https://cookpad.com/id/resep/4257479-telur-ceplok-bumbu-kecap,telur,telur ceplok bumbu kecap,7,"['telur', 'goreng ceplok', 'cabe merah', 'bawang merah', 'bawang putih', 'tomat ukuran', 'kecap manis', 'secukupnya garam', 'merica bubuk']",1,"['telur', 'ceplok', 'cabai_merah', 'bawang_merah', 'bawang_putih', 'tomat_ukuran', 'kecap_manis', 'garam', 'merica']",telur ceplok cabai_merah bawang_merah bawang_putih tomat_ukuran kecap_manis garam merica
Oyong Kuah Telur,1 buah oyong besar (pilih yg muda dan masih seger)--1 butir telur--2 siung bawang putih. Geprek. Cincang--Gula. Garam dan penyedap--Secukupnya air--,"1) Kupas oyong. Cuci. Kemudian potong2
2) Tumis bawang putih sampai harum. Kemudian masukkan telur. Orak arik
3) Lanjut masukkan oyong dan air
4) Bumbui gula. Garam dan penyedap. Masak sampai matang
5) Sajikan.....
6) Note: telur dimasukkan awal dan ditumis dengan bawang putih. Tujuannya agar kuahnya tdk amis",8,https://cookpad.com/id/resep/3434250-oyong-kuah-telur,telur,oyong kuah telur,5,"['oyong besar', 'telur', 'bawang putih', 'gula garam', 'secukupnya air']",6,"['oyong', 'telur', 'bawang_putih', 'gula_garam']",oyong telur bawang_putih gula_garam
Balado Telur Ceplok Simple,1/2 kg telur ayam (di ceplok aja semua)--1 sendok makan kecap--Penyedap rasa--Minyak goreng--secukupnya Air--bumbu halus--10 cabe merah besar--10 cabe merah kecil--4 siung bawang putih--7 siung bawang merah--2 biji kemiri--,"1) Panaskan sedikit minyak untuk menumis bumbu
2) Tumis bumbu hingga harum
3) Tambahkan air, kecap dan penyedap rasa. Koreksi rasa
4) Jika sudah pas masukkan semua telur yg telah di ceplok tadi
5) Masak hingga air sedikit menyusut.",9,https://cookpad.com/id/resep/4255517-balado-telur-ceplok-simple,telur,balado telur ceplok,11,"['telur ayam', 'sendok makan', 'penyedap rasa', 'minyak goreng', 'secukupnya air', 'bumbu halus', 'cabe merah', 'cabe merah', 'bawang putih', 'bawang merah', 'biji kemiri']",5,"['telur_ayam', 'makan', 'minyak', 'bumbu', 'cabai_merah', 'bawang_putih', 'bawang_merah', 'biji_kemiri']",telur_ayam makan minyak bumbu cabai_merah bawang_putih bawang_merah biji_kemiri
Kepiting Saus Telur Mantaf,1 kg kepiting/rajungan bersihkan--1 kg udang besar buang pala dan kulit--2 butir telor ayam kocok lepas--3 butir tomat merah besar. Blen halus untuk saus--5 butir bawang putih cincang halus--2 butir bawang bombay potong kasar--4 batang daun bawang iris kasar--2 cabe merah iris halus/ pedas selera--1 potong jahe ukuran jempol iris tipis--2 lembar daun jeruk--1 batang sereh ukuran kecil keprek--1/2 sendok teh lada bubuk--3 sendok makan sauri--Sedikit kecap ikan--secukupnya Garam--secukupnya Penyedab--secukupnya Gula--Minyak goreng atau mentega untuk menumis--,"1) Tumis bawang putih sampai harum. Masukan tomat untuk saus, masukan cabe, jahe, daun jeruk dan sereh, masak sampai mendidih.
2) Masukan kepiting/rajungan, hancurkan sedikit cangkangnya.
3) Masukan kecap ikan, sauri, udang, garam, penyedab dan gula selera. Aduk
4) Masukan bawang bombay, daun bawang dan lada aduk rata
5) Masukan telor yg di kocok lepas perlahan sambil di aduk2.
6) Cicipi, sajikan selagi panas.
7) Karna gak pedas, buat temannya saya masak kentang balado. Mantafffff",13,https://cookpad.com/id/resep/4254736-kepiting-saus-telur-mantaf,telur,kepiting saus telur mantaf,18,"['kepitingrajungan bersihkan', 'udang besar', 'telor ayam', 'tomat merah', 'bawang putih', 'bawang bombay', 'daun bawang', 'cabe merah', 'jahe ukuran', 'daun jeruk', 'sereh ukuran', 'sendok teh', 'sendok makan', 'sedikit kecap', 'secukupnya garam', 'secukupnya penyedab', 'secukupnya gula', 'minyak goreng']",7,"['kepitingrajungan_bersihkan', 'udang', 'telor_ayam', 'tomat_merah', 'bawang_putih', 'bawang_bombay', 'cabai_merah', 'jahe_ukuran', 'jeruk', 'sereh_ukuran', 'teh', 'makan', 'kecap', 'garam', 'penyedab', 'gula', 'minyak']",kepitingrajungan_bersihkan udang telor_ayam tomat_merah bawang_putih bawang_bombay cabai_merah jahe_ukuran jeruk sereh_ukuran teh makan kecap garam penyedab gula minyak
Mie Goreng Telur Cap 3 Ayam So Simple,1 bungkus mie dibagi 2--1 telur--1 bungkus saus abc--secukupnya Daun sawi--Air--Minyak goreng--Royco--Kecap manis--Ladaku halus--Bumbu halus :--3 siung bawang putih--3 siung bawang merah--1 sdt ketumbar--1 sdt garam--,"1) Rebus mie telur (saya sampai matang), beri sedikit minyak goreng agar tidak menggumpal. Setelah matang,tiriskan
2) Ulek bumbu halus
3) Panaskan wajan, saya orak-arik telur dulu. sisihkan di pinggir wajan. Tumis bumbu halus. Lalu beri -+1 gelas kecil air.
4) Masukan daun sawi, setelah setengah matang masukan mie rebusan. Beri kecap,royco, saos, dan ladaku. Koreksi rasa
5) Mie siap di sajikan, dengan nasi pun enak",13,https://cookpad.com/id/resep/4254632-mie-goreng-telur-cap-3-ayam-so-simple,telur,mie goreng telur cap 3 ayam so,14,"['bungkus mie', 'telur', 'bungkus saus', 'secukupnya daun', 'minyak goreng', 'royco', 'kecap manis', 'ladaku halus', 'bumbu halus', 'bawang putih', 'bawang merah', 'ketumbar', 'garam']",5,"['mie', 'telur', 'saus', 'minyak', 'royco', 'kecap_manis', 'ladaku', 'bumbu', 'bawang_putih', 'bawang_merah', 'ketumbar', 'garam']",mie telur saus minyak royco kecap_manis ladaku bumbu bawang_putih bawang_merah ketumbar garam
Telur Balado Ikan Teri,6 Telur Ayam--sesuai selera Cabai 50%(di ulek) sesuka hati--Minyak Nabati--5 Bawang merah (di ulek)--4 Bawang Putih (di ulek)--1/2 sendok teh Gula .--1 sendok teh Garam--1 buah Tomat 4% boleh--1 Gengam Ikan Teri--,"1) Rebus Telur hingga Matang.
2) Kupas kulit telur yg anda rebus tadi.
3) Setelah dikupas di goreng hinga timbul kulit, lalu Goreng Ikan Teri hingga Garing.
4) Siapkan Minyak, dan ambil 1 butir bawang merah dan 1 butir bawang putih. Dikupas di potong cacak2 sampai halus.
5) Setelah itu tumiskan hingga tercium bau harum. Masukkan Bumbu Cabai yg sudah di ulek tadi. Tambahkan sedikit minyak sedikit Royco, aduk2 hingga tercium harum, lalu masukkan telur dan ikan teri aduk2 sampai merata. Dan siap disajikan.",19,https://cookpad.com/id/resep/4254381-telur-balado-ikan-teri,telur,telur balado ikan teri,9,"['telur ayam', 'sesuai selera', 'minyak nabati', 'bawang merah', 'bawang putih', 'sendok teh', 'sendok teh', 'tomat boleh', 'gengam ikan']",5,"['telur_ayam', 'minyak_nabati', 'bawang_merah', 'bawang_putih', 'teh', 'tomat_boleh', 'gengam_ikan']",telur_ayam minyak_nabati bawang_merah bawang_putih teh tomat_boleh gengam_ikan
Telur Dadar Bawang Merah #3,4 butir telur--2 siung bawang putih--6 siung bawang merah--1 sendok makan cabai rawit (bisa sesuai selera)--secukupnya Penyedap rasa--secukupnya Garam--secukupnya Minyak goreng--,"1) Haluskan bawang putih, cabai rawit, garam dan penyedap rasa.
2) Pecahkan telur ke dalam mangkuk, masukan bumbu halus
3) Lalu tambah kan bawang merah yg sudah di iris besar. (1 siung di potong jadi 4)
4) Aduk sampai semua rata lalu goreng sampai matang.
5) Siap untuk di sajikan. Selamat mencoba.",3,https://cookpad.com/id/resep/4253798-telur-dadar-bawang-merah-3,telur,telur dadar bawang merah,7,"['telur', 'bawang putih', 'bawang merah', 'sendok makan', 'secukupnya penyedap', 'secukupnya garam', 'secukupnya minyak']",5,"['telur', 'bawang_putih', 'bawang_merah', 'makan', 'penyedap', 'garam', 'minyak']",telur bawang_putih bawang_merah makan penyedap garam minyak
Oseng Telur Kacang,"10 buah Kacang panjang   (saya pakai)--2 telur ayam--3 bawang putih--2 bawang merah--1 bawang bombay--sesuai selera Cabai rawit--(secukupnya Garam, penyedap, kecap (jika suka)--","1) Potong tipis kacang panjang
2) Potong halus semua bawang dan cabai
3) Panaskan minyak goreng, lalu masukkan bumbu garam penyedap dan kecap oseng sampai harum
4) Lalu masukkan telur aduk sampai hancur dan masukkan kacang panjang masak hingga matang (saya tidak terlalu lama agar kacang terasa kriuk)
5) Selamat mencoba bunda",6,https://cookpad.com/id/resep/4253350-oseng-telur-kacang,telur,oseng telur kacang,7,"['kacang panjang', 'telur ayam', 'bawang putih', 'bawang merah', 'bawang bombay', 'sesuai selera', 'secukupnya garam', 'penyedap', 'kecap jika']",5,"['kacang_panjang', 'telur_ayam', 'bawang_putih', 'bawang_merah', 'bawang_bombay', 'garam', 'penyedap', 'kecap_jika']",kacang_panjang telur_ayam bawang_putih bawang_merah bawang_bombay garam penyedap kecap_jika
Telur Balado,"500 gr telur di rebus, kupas, lalu kerat2--2 lembar daun jeruk--1 sdt garam--1 sdt gula--100 ml air--1 sdm minyak goreng untuk menumis--🌸 bumbu halus--3 buah cabe merah--5 buah cabe rawit--3 siung bawang merah--3 siung bawang putih--1 batok gula merah--","1) Panaskan minyak goreng, lalu tumis bumbu halus dan daun jeruk hingga harum. tambahkan air, gula, dan garam lalu masukkan telur. masak hingga air asat dan bumbu meresap pada telur. sajikan dng nasi hangat",7,https://cookpad.com/id/resep/4253400-telur-balado,telur,telur balado,12,"['telur di', 'lalu kerat', 'daun jeruk', 'garam', 'gula', 'ml air', 'minyak goreng', 'bumbu halus', 'cabe merah', 'cabe rawit', 'bawang merah', 'bawang putih', 'batok gula']",1,"['telur_di', 'lalu_kerat', 'jeruk', 'garam', 'gula', 'minyak', 'bumbu', 'cabai_merah', 'cabai_rawit', 'bawang_merah', 'bawang_putih', 'batok_gula']",telur_di lalu_kerat jeruk garam gula minyak bumbu cabai_merah cabai_rawit bawang_merah bawang_putih batok_gula
Tahu Telur+Wortel,"10 tahu putih, haluskan--1 wortel parut--2 butir telur--1 daun bawang iris tipis--1 1/2 sdt gula--1 1/2 sdt garam--Secukupnya lada bubuk--Minyak untuk menggoreng--","1) Dalam wadah, campurkan tahu, daun bawang, wortel, gula, garam, lada bubuk, 1 telur. Aduk hingga merata
2) Panaskan kukusan, kukus tahu(sebelum kukus jangan lupa oles loyang dengan margarin supaya tidak menempel). Kukus selama 20 menit
3) Angkat biarkan dingin, simpan dalam kulkas kurang lebih 30 menit
4) Keluarkan dari kulkas, potong sesuai selera.
5) Kocok 1 telur dalam wadah, celupkan potongan yg akan digoreng
6) Siap digoreng",21,https://cookpad.com/id/resep/4253527-tahu-telurwortel,telur,tahu telur wortel,8,"['tahu putih', 'wortel parut', 'telur', 'daun bawang', 'gula', 'garam', 'secukupnya lada', 'minyak untuk']",6,"['tahu_putih', 'wortel', 'telur', 'gula', 'garam', 'lada', 'minyak']",tahu_putih wortel telur gula garam lada minyak
Sayur Terik Tahu Telur/T 3,"10 biji tahu--5 butir telur--150 gr daun kol--1 bks santan kara 65 gr--Secukupnya minyak goreng--Secukupnya air--Bumbu2--5 cabe rawit--5 cabe merah--5 siung bawang putih--10 bawang merah iris2--3 butir kemiri--1 ruas jahe--1 pucuk sdt tumbar--Secukupnya garam--Penyedap rasa/ kaldu bubuk--Gula--1 ruas kunyit--2 lbr daun salam,2 iris lengkuas, daun sereh--1 buah tomat iris--","1) Potong2 tahu, iris daun kol serta uleg semua bumbu sampai halus dsn rebus telurnya sampai matang lalu kupas sisihkan
2) Panaskan minyak goreng lalu masukan irisan bawang merah sampai harum lalu masukan bumbu yg tlah dihaluskan aduk masukan tahu telur sekalian santan karanya lalu tambahkan air kekentalan selera
3) Sambil sesekali diaduk biar santan nggak pecah tambahkan tomat,sereh,daun salam,lengkuas,gula tunggu sampai mendidih dan kental terakhir masukan daun kol tes rasanya bila sudah pas matikan api dan sajikan yaburi dg bawang merah goreng",6,https://cookpad.com/id/resep/4253359-sayur-terik-tahu-telurt-3,telur,sayur terik tahu telur t 3,20,"['biji tahu', 'telur', 'daun kol', 'bks santan', 'secukupnya minyak', 'secukupnya air', 'bumbu', 'cabe rawit', 'cabe merah', 'bawang putih', 'bawang merah', 'kemiri', 'jahe', 'pucuk tumbar', 'secukupnya garam', 'penyedap rasa', 'gula', 'kunyit', 'lbr daun', 'iris lengkuas', 'daun sereh', 'tomat iris']",3,"['biji_tahu', 'telur', 'kol', 'santan', 'minyak', 'bumbu', 'cabai_rawit', 'cabai_merah', 'bawang_putih', 'bawang_merah', 'kemiri', 'jahe', 'pucuk_tumbar', 'garam', 'gula', 'kunyit', 'lbr', 'lengkuas', 'sereh', 'tomat']",biji_tahu telur kol santan minyak bumbu cabai_rawit cabai_merah bawang_putih bawang_merah kemiri jahe pucuk_tumbar garam gula kunyit lbr lengkuas sereh tomat
"Lodeh Labu Siam, Kacang Panjang, Ayam, Telur Dan Tahu","1 buah labu siam potong kotak--5 batang kacang panjang potong kurang lebih 3 cm--3 butir telur ayam rebus--250 gr ayam potong kecil--1 kotak tahu, potong jd 4 bagian lalu goreng--2 lembar daun jeruk--1 batang sereh di geprek--1 ruas jari lengkuas di geprek--1 lembar daun salam--1 sdt gula--1 sdt garam--500 ml air kaldu--250 ml santan kental--1 sdm minyak untuk menumis--🌸 bumbu halus--5 siung bawang merah--3 siung bawang putih--5 buah cabe merah--1 sdt ketumbar--sedikit kunyit--","1) Panaskan minyak goreng, lalu tumis bumbu halus berserta daun jeruk, daun salam, dan lengkuas. tumis hingga harum
2) Masukkan ayam, tumis kembali ayam hingga berubah warna. masukkan air kaldu dan santan, lalu biarkan hingga mendidih.
3) Setelah mendidih, masukkan labu siam dan kacang panjang. diamkan hingga sayur layu.
4) Masukkan tahu dan telur rebus. tambahkan gula dan garam. masak selama 5 menit.
5) Setelah 5 menit, koreksi rasa. apabila sudah pas, matikan apu lalu sajikan.",61,https://cookpad.com/id/resep/4253476-lodeh-labu-siam-kacang-panjang-ayam-telur-dan-tahu,telur,lodeh labu siam kacang panjang ayam telur dan tahu,20,"['labu siam', 'kacang panjang', 'telur ayam', 'ayam kecil', 'kotak tahu', 'jd bagian', 'daun jeruk', 'sereh di', 'lengkuas di', 'daun salam', 'gula', 'garam', 'ml air', 'ml santan', 'minyak untuk', 'bumbu halus', 'bawang merah', 'bawang putih', 'cabe merah', 'ketumbar', 'sedikit kunyit']",5,"['labu_siam', 'kacang_panjang', 'telur_ayam', 'ayam', 'kotak_tahu', 'jeruk', 'sereh_di', 'lengkuas_di', 'salam', 'gula', 'garam', 'santan', 'minyak', 'bumbu', 'bawang_merah', 'bawang_putih', 'cabai_merah', 'ketumbar', 'kunyit']",labu_siam kacang_panjang telur_ayam ayam kotak_tahu jeruk sereh_di lengkuas_di salam gula garam santan minyak bumbu bawang_merah bawang_putih cabai_merah ketumbar kunyit
Tezarokam Fat Bomb #Ketopad_Cp_Telur,"1 porsi gule kambing minta jeroan saja, pisahkan kuah dan isinya--6 butir telur--100 g mozarella--75 g chedar parut--2 batang daun bawang, iris--Secukupnya himsalt--Secukupnya oregano--Saos sambal ketofy untuk pelengkap--","1) Masukkan ke dalam blender/ food processor berurutan : jeroan kambing, telur, mozarella dan himsalt, blend sampai halus
2) Panaskan oven 180°C api atas bawah sekitar 10 menit
3) Tuang hasil blend tadi ke loyang cup aluminium foil, sekitar 8 cup
4) Taburi oregano, chedar parut dan daun bawang
5) Oven sekitar 30menit
6) Angkat, sajikan bersama saus sambal ketofy",11,https://cookpad.com/id/resep/4252967-tezarokam-fat-bomb-ketopad_cp_telur,telur,tezarokam fat bomb,8,"['porsi gule', 'pisahkan kuah', 'telur', 'g mozarella', 'g chedar', 'daun bawang', 'secukupnya himsalt', 'secukupnya oregano', 'saos sambal']",6,"['porsi_gule', 'pisahkan_kuah', 'telur', 'g_mozarella', 'g_chedar', 'himsalt', 'oregano', 'saus_sambal']",porsi_gule pisahkan_kuah telur g_mozarella g_chedar himsalt oregano saus_sambal
Tuna Kaleng Telor Saos Schezuan (Debm),Tuna kaleng dalam minyak me: merk Maya--1 butir telur--1 buah cabe ijo besar--1 siung bawang putih iris tipis--1 sdm saori saos schezuan--Secukup nya lada bubuk--Secukupnya penyedap rasa--Minyak untuk menumis--,"1) Iris cabe ijo dan bawang putih sesuai selera aja yaa
2) Panaskan minyak didalam wajan
3) Setelah panas masukkan bawang putih dan cabe ijo tumis hingga harum jangan sampai bawang putih gosong nanti pahit
4) Setelah harum masukkan tuna kaleng yang sudah sedikit dihancurkan (aku nggak pake minyak nya)
5) Aduk aduk sebentar jangan sampai hancur banget
6) Masukkan telur kedalam ikan tuna (bisa juga telur di orak arik duluan kemudian sisihkan baru dicampurin ke ikan tuna nya, tapi saya keburu lapar dan malas jadi campur aja)
7) Tambahkan berbagai bumbu dan saos schezuan nya aduk hingga rata dan cek rasa pake api kecil aja yaa
8) Setelah diaduk sampai bumbu rata ikan tuna siap dilahap",6,https://cookpad.com/id/resep/4253104-tuna-kaleng-telor-saos-schezuan-debm,telur,tuna kaleng telor saos schezuan,8,"['tuna kaleng', 'telur', 'cabe ijo', 'bawang putih', 'saori saos', 'secukup nya', 'secukupnya penyedap', 'minyak untuk']",8,"['tuna_kaleng', 'telur', 'cabai_hijau', 'bawang_putih', 'saori_saus', 'secukup_nya', 'penyedap', 'minyak']",tuna_kaleng telur cabai_hijau bawang_putih saori_saus secukup_nya penyedap minyak
Telur Dadar Terubuk,"3 buah terubuk ukuran sedang--2 butir telur--2 batang bawang daun (cincang)--2 siung bawang merah (cincang)--5 buah cabe merah (cincang)--Secukupnya minyak goreng--Secukupnya lada, penyedap dan garam--","1) Kupas terubuk, cuci. Remas2 kedalam mangkuk.
2) Kocok telur masukan bumbu dan bahan cincangan tadi.
3) Tuang kedalam remasan terubuk. Aduk2 sampai tercampur.
4) Panasakn minyak.
5) Goreng sampai matang, dan sajikan dengan nasi pulen hangat.",6,https://cookpad.com/id/resep/3281983-telur-dadar-terubuk,telur,telur dadar terubuk,7,"['terubuk ukuran', 'telur', 'bawang daun', 'bawang merah', 'cabe merah', 'secukupnya minyak', 'secukupnya lada', 'penyedap dan']",5,"['terubuk_ukuran', 'telur', 'bawang_merah', 'cabai_merah', 'minyak', 'lada', 'penyedap']",terubuk_ukuran telur bawang_merah cabai_merah minyak lada penyedap
Menu Diet Orak Arik Telur,1 butir telur--1 buah wortel ukuran sedang--1 ikat sawi hijau--secukupnya Kol--1 sdt saus tiram--Air secukupnya untuk menumis--Bumbu halus:--2 siung bawang putih--1/2 sdt garam--1/2 sdt merica bubuk--1 sdt kaldu ayam bubuk--,"1) Tumis bumbu halus dengan teflon dan ganti minyak goreng dengan sedikit air
2) Setelah harum masukkan telur tumis hingga setengah matang masukkan sayuran
3) Masukkan saus tiram tutup teflon agar sayur cepat empuk..setelah sayuran matang orak arik edisi diet siap di santap",7,https://cookpad.com/id/resep/4252415-menu-diet-orak-arik-telur,telur,orak arik telur,11,"['telur', 'wortel ukuran', 'ikat sawi', 'secukupnya kol', 'saus tiram', 'air secukupnya', 'bumbu halus', 'bawang putih', 'garam', 'merica bubuk', 'kaldu ayam']",3,"['telur', 'wortel_ukuran', 'sawi', 'kol', 'saus_tiram', 'bumbu', 'bawang_putih', 'garam', 'merica', 'kaldu_ayam']",telur wortel_ukuran sawi kol saus_tiram bumbu bawang_putih garam merica kaldu_ayam
Telor Ceplok,1 telor ayam--1 botol minyak--,"1) Ceplok telor di panci yang sudah ada minyak.
2) Angkat ke piring.
3) Sajikan.",3,https://cookpad.com/id/resep/4252963-telor-ceplok,telur,telor ceplok,2,"['telor ayam', 'botol minyak']",3,"['telor_ayam', 'botol_minyak']",telor_ayam botol_minyak
